Company,CUSIP,Shares,Value,Discretion,PutCall
APPLIED DIGITAL CORP,038169207,11339060,278033751,SOLE,
BABCOCK & WILCOX ENTERPRISES,05614L209,1353900,8583726,SOLE,
BITDEER TECHNOLOGIES GROUP,G11448100,1788000,20043480,SOLE,
BITFARMS LTD,09173B107,6897100,16208185,SOLE,
BLOOM ENERGY CORP,093712107,10076022,875505552,SOLE,
BLOOM ENERGY CORP,093712107,408500,35494565,SOLE,Call
CIPHER MINING INC,17253J106,10469093,154523813,SOLE,
CLEANSPARK INC,18452B209,1640400,16600848,SOLE,
COHERENT CORP,19247G107,480300,88648971,SOLE,
CORE SCIENTIFIC INC NEW,21874A106,28756478,418694320,SOLE,
COREWEAVE INC,21873S108,6098812,436735927,SOLE,
COREWEAVE INC,21873S108,10814500,774426345,SOLE,Call
EQT CORP,26884L109,2482225,133047260,SOLE,
EQT CORP,26884L109,700000,37520000,SOLE,Call
HUT 8 CORP,44812J104,860200,39517588,SOLE,
IREN LIMITED,Q4982L109,8700621,328622455,SOLE,
INFOSYS LTD,456788108,500000,8910000,SOLE,Put
INTEL CORP,458140100,1,37,SOLE,
INTEL CORP,458140100,20237400,746760060,SOLE,Call
KILROY RLTY CORP,49427F108,1327700,49616149,SOLE,
LIBERTY ENERGY INC,53115L104,567200,10470512,SOLE,
LUMENTUM HLDGS INC,55024U109,1298400,478577256,SOLE,
POWER SOLUTIONS INTL INC,73933G202,432300,24701622,SOLE,
PROPETRO HLDG CORP,74347M108,910300,8656953,SOLE,
RIOT PLATFORMS INC,767292105,6167700,78144759,SOLE,
SANDISK CORP,80004C200,1054200,250245996,SOLE,
SOLARIS ENERGY INFRAS INC,83418M103,1866500,85803005,SOLE,
TOWER SEMICONDUCTOR LTD,M87915274,723004,84895130,SOLE,
WHITEFIBER INC,G96115103,1757600,27770080,SOLE,
